             eV             nm  Absorbance(f)     XX(length)     YY(length)     ZZ(length)      R(length)   XX(velocity)   YY(velocity)   ZZ(velocity)    R(velocity)
         4.9015       252.9500         0.0557        43.2563       -12.3758        -1.5261         9.7848         2.8054        28.8747        -6.2881         8.4640
         4.9039       252.8300         0.0084        -2.1907         1.0531       -87.1755       -29.4377       -74.8420       -24.0264        -1.1082       -33.3255
         4.9057       252.7400         0.0731      -130.1789       -20.7171        -3.4745       -51.4568        -8.8963       -46.1695       -91.2854       -48.7837
         4.9096       252.5300         0.0028         0.5247        -1.3688        -8.4873        -3.1105       -12.0405         1.5137        -0.4859        -3.6709
         4.9102       252.5000         0.0259       -15.8645        44.1647         0.2378         9.5127       -43.0672       -14.5504        86.2172         9.5332
         4.9129       252.3700         0.0232        -1.7400         3.3681      -194.1044       -64.1588      -234.4827        38.5398         0.9933       -64.9832
         4.9143       252.2900         0.0014         0.6445         0.0273        12.9862         4.5527         5.3110         8.5974         0.5301         4.8128
         4.9166       252.1700         0.0022       -10.1511        -6.1193         1.7423        -4.8427        -2.9798        -7.9809         0.0219        -3.6463
         4.9188       252.0600         0.0156       113.5771        97.5592         0.6761        70.6041        63.4029        34.7999       108.1988        68.8005
         4.9214       251.9300         0.0013        -0.7586        -9.5465        25.7502         5.1483        16.4847        -7.7147         1.6642         3.4781
         4.9227       251.8600         0.0561        -9.1357       -17.8599        -1.8582        -9.6179      -168.4395        -6.8205       147.2010        -9.3530
         4.9265       251.6700         0.0160        -1.2199        -0.7108       -54.0775       -18.6694       -34.5864       -23.4726        -0.3947       -19.4846
         4.9277       251.6100         0.0007         0.6973        -0.5236        -2.4267        -0.7510         6.7107       -10.0154         0.0686        -1.0787
         4.9292       251.5300         0.0580       -60.4889        -2.1071        -1.6234       -21.4064        -1.7440       -43.0295       -14.3397       -19.7044
         4.9364       251.1600         0.0037        10.3825        -2.2908        14.0520         7.3812         3.4581        25.2187        -4.5149         8.0539
         4.9375       251.1100         0.0011         1.2038         0.6015        10.6148         4.1400         7.2881         9.0142        -1.5471         4.9184
         4.9386       251.0500         0.0105         1.5845        -1.3686        52.5837        17.5999        31.0980        23.4377        -0.5077        18.0093
         4.9415       250.9000         0.0117        32.6342        10.5661        -0.6765        14.1746        14.1138        44.6865       -15.6467        14.3845
         4.9450       250.7300         0.0255         1.2938         4.0421        -0.2719         1.6880        44.4487         4.3507       -43.6838         1.7052
         4.9493       250.5100         0.0020         0.1376        -5.8075       -37.7867       -14.4855       -48.3230         2.5351         3.8546       -13.9778
         4.9522       250.3600         0.0320        -9.6992      -146.0753        -4.0494       -53.2746      -239.4797        15.5575        56.5870       -55.7784
         4.9535       250.3000         0.0421       -31.8953       -13.3173       -12.3880       -19.2002        -7.5692       -62.9448        15.1805       -18.4445
         4.9540       250.2700         0.0377       -50.1672        18.4784       -24.0118       -18.5669        42.9274       -88.9421        -7.5192       -17.8446
         4.9561       250.1600         0.0428         8.3987      -112.3381         0.3117       -34.5426       -17.2244         7.2036       -95.9237       -35.3148
         4.9598       249.9800         0.0015        -0.7338        -2.9802         6.6545         0.9802        13.6537        -8.9389        -0.1776         1.5124
         4.9648       249.7300         0.0276       -25.7871      -128.8702         0.5699       -51.3625      -113.5012       -10.8842       -37.2915       -53.8923
         4.9671       249.6100         0.0175         0.4421        -5.4769        46.1320        13.6990        84.9992       -40.3087        -2.9207        13.9233
         4.9716       249.3800         0.0897         5.5736       -87.1647         1.9471       -26.5480         7.7495       -19.3278       -71.9900       -27.8561
         4.9725       249.3400         0.0061        -0.3421        -0.1234        -4.5402        -1.6686         0.8257        -5.6147        -0.5318        -1.7736
         4.9738       249.2800         0.0219         1.1055        -4.4700       152.6672        49.7676       146.2679        13.3929        -3.3786        52.0941
         4.9796       248.9800         0.0096       -29.4446       -75.4556         0.4417       -34.8195      -132.4528       -13.3211        41.5186       -34.7518
         4.9821       248.8600         0.0247         2.1719        -0.6727        75.8475        25.7823       106.4011       -34.4069         5.3528        25.7823
         4.9827       248.8300         0.0079        28.7852         7.1428        10.6476        15.5252         7.3509         6.4627        29.9492        14.5876
         4.9883       248.5500         0.0544        41.3795       -10.7519         6.4382        12.3553        20.5048        -7.9896        22.0598        11.5250
         4.9887       248.5300         0.0086         4.3421        -3.5396        77.1378        25.9801        68.5755         5.9657         3.8704        26.1372
         4.9909       248.4200         0.0297         1.7432       109.1940         4.5078        38.4816        78.2445        15.5369        26.8264        40.2026
         4.9933       248.3000         0.0012         0.5717         0.4642        -3.8858        -0.9500        -9.8658         7.3761         0.1111        -0.7929
         4.9967       248.1300         0.0057         0.1900        -2.1840        20.5690         6.1917         5.3799        14.1647         0.1308         6.5585
         4.9980       248.0700         0.0863        34.3112       -48.1277         2.1374        -3.8930       -16.1712       -19.7449        19.1633        -5.5843
         5.0002       247.9600         0.0019         1.3032       -12.5440         0.0771        -3.7212       -23.0338         0.0524         9.8568        -4.3749
         5.0024       247.8500         0.0216        -1.7112        -3.2464       -30.8197       -11.9258       -41.4143         6.9926        -1.5981       -12.0066
         5.0088       247.5300         0.0026         9.4105       -25.2657        18.2764         0.8071         8.3065         8.4610        -5.6331         3.7115
         5.0100       247.4700         0.0121        50.3345      -150.0712         6.5126       -31.0747       -94.2446        27.7939       -34.5990       -33.6832
         5.0133       247.3100         0.0011        -0.2612        -3.0721        25.5642         7.4103        -1.0503        28.9774        -1.0706         8.9521
         5.0146       247.2500         0.0397       -21.8489      -273.2449        -0.7990       -98.6309      -222.4442        -8.6550       -75.8432      -102.3141
         5.0157       247.1900         0.0077        -1.0231        -3.4418        72.8010        22.7787        11.3955        53.9127        -0.5673        21.5803
         5.0188       247.0400         0.0192       107.5878       -21.3402         1.7230        29.3235       -11.6863        36.6858        57.0300        27.3432
         5.0202       246.9700         0.0172        11.8691         1.2146        38.6007        17.2281        22.6311        20.8533         7.9804        17.1549
         5.0227       246.8500         0.0288        14.7577         0.0855        32.7638        15.8690       170.0409      -133.3026        10.0832        15.6072
         5.0241       246.7800         0.0283        75.1535        10.0030         6.4604        30.5389        38.8455         5.3822        43.5751        29.2676
         5.0262       246.6700         0.0498       -26.3898      -195.0008         0.2358       -73.7183      -262.0608       -16.1326        48.9352       -76.4194
         5.0312       246.4300         0.1075        29.3788       -64.4747        -0.0627       -11.7195       -12.8847         7.7606       -32.9175       -12.6805
         5.0334       246.3200         0.0053         2.5002         1.0035         1.5513         1.6850       -39.1513        43.3028         0.8185         1.6567
         5.0393       246.0300         0.0268       -12.6957       113.2670        -5.6112        31.6534       144.8763        -7.8184       -37.2145        33.2812
         5.0397       246.0100         0.0484       -22.7300      -101.3028        -5.6618       -43.2315      -114.5523       -18.1652         4.1798       -42.8459
         5.0414       245.9300         0.0151        -3.0652        -1.2262       -84.6813       -29.6576       -93.9077         8.4906        -0.8474       -28.7549
         5.0460       245.7100         0.0190        -6.8905       -40.0995        -0.0453       -15.6784       -29.2441        12.9411       -30.7969       -15.7000
         5.0481       245.6100         0.0095        11.9443        -8.0132        -1.3120         0.8730       -19.4809         4.4976        16.6095         0.5421
         5.0485       245.5800         0.0053         0.1857        -2.1690        -8.6849        -3.5561       -32.8736        20.1362         2.0715        -3.5553
         5.0540       245.3200         0.0001         0.0436        -0.4341         0.1643        -0.0754        -1.9592         1.7303         0.0980        -0.0437
         5.0560       245.2200         0.0612        46.3938        51.1864        -0.0953        32.4950         7.5901        61.7413        22.5170        30.6161
         5.0590       245.0800         0.0064        -1.8588        -8.6354        -4.9516        -5.1486        -5.3149        -3.0505        -7.0754        -5.1469
         5.0596       245.0500         0.0147        18.5909        11.8287         0.4796        10.2997        32.6544         8.9884       -12.5922         9.6835
         5.0609       244.9900         0.0064        -5.7671       -73.7126        -0.2887       -26.5894       -73.7820        -1.6974         0.5490       -24.9768
         5.0636       244.8600         0.0013         5.1262        -1.0488        28.1932        10.7569        14.4620         7.8546         2.6832         8.3332
         5.0646       244.8100         0.0288       125.2653        -5.6877         0.7152        40.0976       -22.6568        39.6266        94.7146        37.2281
         5.0672       244.6800         0.0040        -1.2027         0.7407       -59.5462       -20.0027       -63.1415         8.2337        -0.3839       -18.4305
         5.0696       244.5600         0.0141        -2.8438        -2.2793        -0.1489        -1.7574         2.4187        -6.8824        -2.0568        -2.1735
         5.0720       244.4500         0.0014        -0.2368        -0.8967        -7.0275        -2.7203        -8.3145         1.5949        -0.9581        -2.5592
         5.0758       244.2600         0.0083         2.1199        -1.9799       -27.4376        -9.0992       -26.0189         3.0186        -2.5002        -8.5002
         5.0766       244.2300         0.0824        81.3525        15.9815        -2.2321        31.7007        13.4154        53.1185        36.6251        34.3863
         5.0804       244.0400         0.0040        -9.4736       -24.9685         4.9425        -9.8332       -22.2462        -9.6169         0.5037       -10.4532
         5.0822       243.9600         0.0112       -71.2031       -33.4783        -1.2975       -35.3263       -38.0794       -24.3094       -43.3414       -35.2434
         5.0853       243.8100         0.0674        42.8615      -110.1209         1.4830       -21.9255        20.4543        33.5745      -125.9699       -23.9804
         5.0906       243.5500         0.0125        10.0672         0.2470        66.7330        25.6824       143.0169       -67.5841         4.9452        26.7926
         5.0911       243.5300         0.0065        32.0680        -3.9145        15.0336        14.3957        40.4390        -8.5312         8.1963        13.3680
         5.0934       243.4200         0.0114        -0.1046        -0.6482        27.8551         9.0341       -55.5536        84.0218        -0.9052         9.1877
         5.0956       243.3200         0.0197         0.6694         0.5933       101.3471        34.2033        41.1235        59.9427         4.5070        35.1910
         5.0960       243.3000         0.0261         4.7454         4.5655        46.2011        18.5040        23.6746        19.3718        14.3249        19.1238
         5.1024       242.9900         0.0164       -19.2118         1.1912         2.0127        -5.3360        -2.2280       -11.0461        -0.7742        -4.6828
         5.1026       242.9800         0.0418       -13.3275         8.4360         0.2254        -1.5553        23.9143       -33.2788         7.8574        -0.5024
         5.1065       242.8000         0.0116        78.7522        64.2668         0.5908        47.8699        62.8908        22.8127        47.4157        44.3731
         5.1087       242.6900         0.0107         0.8061         1.1604       -62.6096       -20.2144       -50.8474        -9.8688         0.5110       -20.0684
         5.1116       242.5600         0.0085         0.0233         0.3438        -6.4189        -2.0173       -10.4154         4.2419        -0.0239        -2.0658
         5.1143       242.4300         0.0003         1.1917        -5.0883        17.8186         4.6407        21.7474         3.6913        -0.6222         8.2722
         5.1149       242.4000         0.0029        17.9347       -10.6558         2.3398         3.2063        -5.3785         8.5439         5.6978         2.9544
         5.1175       242.2700         0.0189        65.4386        17.8339        -0.2304        27.6807         4.1364        28.0898        48.5846        26.9369
         5.1187       242.2200         0.0011        -1.1941        29.4083         0.1689         9.4610        20.0950        -1.3203        16.4800        11.7516
         5.1192       242.2000         0.0068         0.4433         4.2327       -47.3440       -14.2227       -21.1479       -16.9520         0.9538       -12.3821
         5.1239       241.9700         0.0049         0.8291         0.8669         5.4746         2.3902        -8.3304        15.2548         0.2098         2.3781
         5.1259       241.8800         0.0095        22.1805       -99.8151         6.0735       -23.8537       -17.3855         0.5051       -60.2803       -25.7202
         5.1290       241.7300         0.0059         0.9708        -5.2698        47.0471        14.2494        77.6646       -31.2788        -3.9215        14.1548
         5.1298       241.7000         0.0574        88.1569        19.3963         1.3195        36.2909        16.9626       119.3104       -33.2073        34.3553
         5.1353       241.4400         0.0057        -2.1602         1.5761        94.1214        31.1791        65.8020        28.0940         0.5786        31.4916
         5.1358       241.4100         0.0045        -2.2545        17.4410        18.3293        11.1719        28.7451        -3.4080         7.5873        10.9748
         5.1370       241.3600         0.0029         0.0107        -0.2228        82.5104        27.4328        81.8662         8.7888        -0.9465        29.9028
         5.1404       241.1900         0.0172         0.0043        -0.0193        81.2850        27.0900        83.4664        -2.6008        -0.0343        26.9438
         5.1433       241.0600         0.0169       -13.4081       -36.1450         0.4981       -16.3517        -3.7396        -9.4274       -28.2607       -13.8092
         5.1447       240.9900         0.0009         0.5890        18.8306        -0.7475         6.2240         8.4471         1.3471        10.4131         6.7358
         5.1472       240.8800         0.0013         0.5375        -0.3530        22.7321         7.6389        -6.1582        24.8431        -0.2573         6.1425
         5.1492       240.7800         0.0087        -1.1664        58.5562         3.3443        20.2447        93.9843         2.3892       -35.5820        20.2638
         5.1516       240.6700         0.0158        -0.1517         1.8217       213.8175        71.8291       124.1071        89.8909        -0.4793        71.1729
         5.1530       240.6000         0.0015        -0.2329        -0.7223       -13.2677        -4.7410       -13.8839        -1.9541        -1.1641        -5.6674
         5.1553       240.5000         0.0014        -5.7809       -19.0819         5.2956        -6.5224         9.7326        -1.5484       -41.4140       -11.0766
         5.1561       240.4600         0.0282        -0.1075        -2.2655         5.6136         1.0802       -96.3474       104.4959        -5.0248         1.0413
         5.1588       240.3300         0.0319       -38.0074        65.9021        -2.4615         8.4777       101.8074       -32.9873       -42.6116         8.7362
         5.1630       240.1400         0.0040        -6.5201        -6.5306       -20.2277       -11.0928       -48.5860        15.2393         0.7239       -10.8742
         5.1637       240.1100         0.0193       -49.3174       -29.4740        -3.9456       -27.5790       -37.3054       -45.7542         4.0130       -26.3489
         5.1695       239.8400         0.0087        20.9769       -47.9212        -0.0018        -8.9820       -22.9986        13.8518       -21.2851       -10.1440
         5.1717       239.7400         0.0097        -0.4083        -0.4339        99.6770        32.9449        83.6987        15.5396         0.0711        33.1031
         5.1721       239.7200         0.0093         0.0964        -0.0309       -11.0663        -3.6669         1.9804       -14.5937         0.2630        -4.1168
         5.1782       239.4400         0.0430       -87.5469       -45.3671         0.5493       -44.1216       -35.6939       -33.2499       -59.9709       -42.9715
         5.1807       239.3200         0.0046        -4.0440        16.6709         6.0331         6.2200        13.4646        -0.9987         9.5818         7.3492
         5.1819       239.2600         0.0051        -3.0966        -1.0601        17.4988         4.4474         9.5903         4.7385        -1.8750         4.1513
         5.1838       239.1800         0.0070         4.4602         2.2768        94.2330        33.6566        84.5884        11.6544         5.2724        33.8384
         5.1856       239.0900         0.0020        -0.0726         0.4561         2.7832         1.0555        29.6037       -26.4360         0.1067         1.0915
         5.1872       239.0200         0.0105        31.4483        -7.4431         4.0804         9.3619        -6.1570         4.3721        28.0413         8.7521
         5.1896       238.9100         0.0222        55.3689        29.6589         1.9860        29.0046        47.6577         5.4737        27.3930        26.8415
         5.1912       238.8300         0.0690        17.3189        -7.4289        -5.0614         1.6095       -24.3013        -8.3746        34.6955         0.6732
         5.1917       238.8100         0.1011         4.8649       -38.3649        -5.1167       -12.8722       -85.7283       -10.4803        55.8103       -13.4661
         5.1950       238.6600         0.0123        -3.3142         0.5991        29.3322         8.8724        20.5058         8.2056        -1.5486         9.0543
         5.1969       238.5700         0.0253         8.5037       -46.8452         0.7259       -12.5385       -66.4934         6.0797        24.1333       -12.0934
         5.2011       238.3800         0.0002        -0.4459         0.0515        -9.7315        -3.3753       -10.1734         0.9706        -0.2654        -3.1561
         5.2045       238.2300         0.0077       -37.7075         3.9211         0.0880       -11.2328        -1.3815       -15.6309       -14.7092       -10.5739
         5.2077       238.0800         0.0049         4.7504         0.3804         6.6694         3.9334        11.8727        -5.6014         5.1335         3.8016
         5.2087       238.0300         0.0174        26.2042       103.9210        -0.5539        43.1904       116.5590        -4.3056        15.6376        42.6303
         5.2131       237.8300         0.0148        -0.2631         2.9038      -136.9204       -44.7599      -142.1934        12.0654        -0.5091       -43.5457
         5.2159       237.7100         0.0127        -0.1305        -0.0391        17.5502         5.7936       -24.1519        40.5240        -0.1406         5.4105
         5.2175       237.6300         0.0094      -110.1761         1.0078         0.0581       -36.3701         0.7082       -50.8493       -53.9852       -34.7087
         5.2184       237.5900         0.0125       -19.9601       -37.7820         0.0048       -19.2458       -73.6052       -20.5758        36.9346       -19.0821
         5.2206       237.4900         0.0018        -0.6798         0.3499       -21.2292        -7.1864       -19.8899        -0.6072        -0.5225        -7.0065
         5.2235       237.3600         0.0276      -104.4090        65.3380        -1.3415       -13.4708        90.7686       -54.6367       -69.5174       -11.1285
         5.2264       237.2300         0.0026        -0.0290         2.5937        -9.1457        -2.1937        -0.5088        -5.3371        -0.8182        -2.2214
         5.2279       237.1600         0.0054        -4.6931       -23.0980        -0.0136        -9.2682       -47.1811       -12.5693        30.9581        -9.5974
         5.2303       237.0500         0.0316        -9.3309       135.0368        -1.0843        41.5406       174.2583        -3.5262       -52.7224        39.3366
         5.2334       236.9100         0.0018         0.3275        11.8513        -2.4526         3.2421        12.2797        -0.9643        -2.8217         2.8312
         5.2371       236.7400         0.0202        23.2645       115.2656         1.7298        46.7533       123.0947        19.2680         5.5740        49.3122
         5.2378       236.7100         0.0058         0.1642         0.0372        12.3978         4.1997       -16.1139        27.6894         0.0128         3.8628
         5.2391       236.6500         0.0124       -24.5352         1.3643         7.0640        -5.3690         5.9989        23.2466       -45.3820        -5.3789
         5.2401       236.6100         0.0080        -3.0247        -0.2238       162.1706        52.9740       105.1447        40.9526        -4.2592        47.2794
         5.2450       236.3800         0.0112       -21.8304        26.3916        -0.1912         1.4566        15.8105       -33.7982        24.8394         2.2839
         5.2461       236.3400         0.0096         0.0073        -0.1577       168.0868        55.9788       161.9255        26.8165        -0.2648        62.8257
         5.2467       236.3100         0.0126       -15.8304        -4.9655         0.0709        -6.9083       -22.5267       -10.8104        12.0130        -7.1080
         5.2495       236.1800         0.0154        -1.5569         0.0048        69.2903        22.5794        93.6749       -26.1776        -0.0328        22.4882
         5.2560       235.8900         0.0108         0.0178         0.0518        27.4000         9.1565        45.2125       -14.7176        -0.0754        10.1398
         5.2580       235.8000         0.0077       -42.6145        16.5207         0.8721        -8.4072         8.0269       -22.5500       -10.3915        -8.3048
         5.2586       235.7700         0.0007        -1.9504         0.7566       -14.7359        -5.3099        -3.5989        -3.8535        -0.3647        -2.6057
         5.2626       235.6000         0.0028        -2.3995       -12.2859        -7.7308        -7.4721       -10.4959        -1.2950        -4.2951        -5.3620
         5.2636       235.5500         0.0183        -3.5696         2.2112       -18.0795        -6.4793        14.7082       -10.0957       -22.4913        -5.9596
         5.2642       235.5200         0.0243        -7.3882        14.3342       -17.2973        -3.4504        30.7197       -12.1354       -24.5285        -1.9814
         5.2703       235.2500         0.0202       -42.5411       -26.0118        -1.8037       -23.4522       -27.6337        -9.1134       -27.5299       -21.4257
         5.2706       235.2400         0.0051       -12.2266        -4.0858         7.3498        -2.9875         0.8531        -7.6913        -3.7850        -3.5411
         5.2730       235.1300         0.0420        -2.2542        -0.1760       175.7994        57.7897       257.6867       -84.3689        -1.4209        57.2989
         5.2763       234.9800         0.0132       -33.4235        52.0944        -0.2805         6.1301        70.5589        -5.3092       -41.5176         7.9107
         5.2770       234.9500         0.0430        26.2613       -19.2041         0.8082         2.6218       -92.0001        53.5100        45.8036         2.4378
         5.2799       234.8200         0.0120        -0.4807         2.7695        82.5460        28.2782        94.2378        -7.1699         1.5384        29.5354
         5.2820       234.7300         0.0052        -0.5009        14.0400         4.8916         6.1435       -14.0915        -0.4944        34.9655         6.7932
         5.2898       234.3800         0.0697      -124.0019         7.2556       -46.3810       -54.3758       -16.3751      -107.4635       -29.9486       -51.2624
         5.2904       234.3600         0.0687       -51.1630        -0.4483      -120.7569       -57.4561       -84.2481       -71.4737       -11.1902       -55.6374
         5.2920       234.2900         0.0196        -3.3409         0.2288       -28.6463       -10.5861        -0.4205       -30.5735        -0.8350       -10.6097
         5.2927       234.2600         0.0052        -3.7974         0.0965       -49.5757       -17.7589       -55.5765         1.5526        -0.5956       -18.2065
         5.2963       234.0900         0.0318         8.0155       107.8760        -0.0016        38.6300       169.4230         6.5566       -66.9612        36.3395
         5.2986       233.9900         0.0195         7.5751        -4.5608       -16.7992        -4.5949       -25.4878        17.4831        -6.1931        -4.7326
         5.2998       233.9400         0.0212         1.8173        -2.9209        -4.5651        -1.8896       -12.4232        11.9992        -4.9420        -1.7887
         5.3028       233.8100         0.0103         0.0027        -0.0603       -91.5498       -30.5358      -160.9121        71.2628        -0.0367       -29.8953
         5.3047       233.7200         0.0159        15.9591       -33.0610         1.5454        -5.1855        18.2943         7.1965       -42.2915        -5.6002
         5.3072       233.6100         0.0009        -8.7673        31.8947         0.2815         7.8030        24.6789        -4.6582         1.5968         7.2058
         5.3080       233.5800         0.0037        -1.5238        37.1242       -13.5390         7.3538        14.1826         3.9868         5.6467         7.9387
         5.3107       233.4600         0.0211         7.3337        28.7578         9.6138        15.2351       -26.7228         6.9209        66.3736        15.5239
         5.3122       233.4000         0.0238       102.6436        24.6953        27.3515        51.5635         2.5642        80.8288        65.0640        49.4856
         5.3127       233.3700         0.0099        13.6888        -1.6797       109.5127        40.5073        52.0968        72.0973         2.4926        42.2289
         5.3167       233.2000         0.0095         0.7000        -0.1821      -150.8109       -50.0977      -153.9939        -3.1328        -0.1160       -52.4142
         5.3193       233.0900         0.0036        -4.1051        -8.4722        -1.3948        -4.6574         8.0050        -0.1435       -23.7857        -5.3081
         5.3210       233.0100         0.0003         0.9643         0.0437        -4.7320        -1.2413        -4.3898        -1.8690         0.1807        -2.0260
         5.3260       232.7900         0.0256       -13.5249       -28.0342         1.2797       -13.4265       -21.2814        -1.3397       -13.9498       -12.1903
         5.3288       232.6700         0.0066         3.1624        -0.2260       -13.6740        -3.5792        20.3740       -28.6921        -1.7862        -3.3681
         5.3309       232.5800         0.0019        -0.3380        -1.1267         9.8395         2.7916        39.3627       -28.7344        -1.1507         3.1592
         5.3316       232.5400         0.0097        23.4811        12.7305         0.0396        12.0837        32.6029         9.1208        -6.3508        11.7910
         5.3349       232.4000         0.0034         0.8741         1.4374        18.7859         7.0325        11.2493         8.4467        -0.3418         6.4514
         5.3369       232.3200         0.0277        31.6231        11.9265         0.8023        14.7840         9.6393        22.0043         9.0776        13.5738
         5.3392       232.2200         0.0134         0.4965        -0.1575        14.6023         4.9805       -66.2397        81.8027        -0.4409         5.0407
         5.3396       232.2000         0.0199       -39.3126        -4.9087        -0.6114       -14.9442        82.2703       -20.7262      -104.9545       -14.4701
         5.3410       232.1400         0.0051        -2.7968        -0.3038       -22.0485        -8.3830         4.6710       -24.7766        -3.7751        -7.9602
         5.3427       232.0600         0.0021         4.6630        18.2007        -4.8840         5.9932        -3.4796         3.8792        20.0254         6.8083
         5.3434       232.0300         0.0003         0.6945        -0.6228        12.2135         4.0951         9.0404         5.8507         0.4992         5.1301
         5.3448       231.9700         0.0250       -65.3886         5.8166        21.1951       -12.7923        42.4435       -49.4245       -30.1492       -12.3767
         5.3463       231.9100         0.0274        -8.2222         3.2778       172.2248        55.7601       238.5010       -64.2264        -2.0201        57.4182
         5.3487       231.8000         0.0034        -0.1135       -18.6662         6.4779        -4.1006       -18.2279        -1.0385         3.2673        -5.3330
         5.3521       231.6500         0.0186       -14.5813        23.9888         0.1696         3.1924         8.3901        -8.3826        14.3321         4.7799
         5.3558       231.5000         0.0015        -0.7110         0.2496       -63.7207       -21.3940       -46.1789        -8.0600         0.4987       -17.9134
         5.3579       231.4000         0.0086         3.1288        55.2497        -0.7093        19.2230       100.8142         4.8099       -50.7801        18.2813
         5.3642       231.1300         0.0389        -6.5640        74.0858        -0.4779        22.3480        74.4665         6.0577       -17.3331        21.0637
         5.3666       231.0300         0.0045        -0.3011         1.1356       -22.7370        -7.3008       -15.5565        -5.8430        -0.1799        -7.1931
         5.3703       230.8700         0.0005        -0.0435        16.3269        -3.9400         4.1145         5.4454         5.5791         0.7519         3.9255
         5.3716       230.8100         0.0031         8.4282        47.4709        -0.3922        18.5023        43.2571         1.5074        12.4033        19.0559
         5.3728       230.7600         0.0034        -0.0022        -0.6484      -100.8304       -33.8270      -112.9655         4.6938        -1.1638       -36.4785
         5.3729       230.7600         0.0223        12.7261         4.6006        -4.0648         4.4207         8.9831        -0.3723         3.9409         4.1839
         5.3764       230.6100         0.0173        -6.1684        77.7683       -22.9556        16.2148        62.9503        -8.0027        -9.2454        15.2341
         5.3770       230.5800         0.0136         1.2820        38.5599       -15.7348         8.0357        31.3889        -8.4068        -0.8576         7.3748
         5.3822       230.3600         0.0348        -0.4095        -0.4895      -113.3008       -38.0666      -167.5898        51.1997         0.1210       -38.7564
         5.3846       230.2600         0.0135        31.4992       -25.3306        -3.8018         0.7889       -67.0068        20.8488        41.8789        -1.4264
         5.3864       230.1800         0.0121         5.7841        36.3421        -5.0499        12.3588        13.3453         1.2983        22.1419        12.2619
         5.3872       230.1400         0.0020        -1.8906        10.8215         0.8039         3.2449        10.5914        -1.5549         1.6456         3.5607
         5.3904       230.0100         0.0053        -4.8166         1.6797       -15.6338        -6.2569        13.3711       -26.7964        -4.3652        -5.9302
         5.3910       229.9800         0.0284       -28.8344        88.8984        -1.1907        19.6244       133.9925       -15.7558       -49.8402        22.7988
         5.3934       229.8800         0.0018        -1.1261         5.6860       -47.0372       -14.1591       -41.0405        -2.3929         0.4724       -14.3203
         5.3954       229.8000         0.0153       -60.7310       -20.4679        -3.4361       -28.2117       -17.1738       -37.1149       -22.4175       -25.5688
         5.3976       229.7000         0.0308       -66.5972       -44.4037        -2.1788       -37.7266       -81.2213       -49.4762        21.0963       -36.5337
         5.4000       229.6000         0.0080        -7.8477        -5.2099       -42.1578       -18.4051       -54.3459         1.3801        -0.7807       -17.9155
         5.4035       229.4500         0.0679      -168.3924      -102.3544        -4.3039       -91.6836      -127.4322       -97.3205       -42.1788       -88.9772
         5.4048       229.3900         0.0011        -0.3410        -0.0067        25.8324         8.4949        11.0262        14.1893        -0.1730         8.3475
         5.4066       229.3200         0.0028        -0.7788        -0.2571        -4.1796        -1.7385       -29.8572        24.5551        -0.0962        -1.7994
         5.4132       229.0400         0.0099        12.8124        63.6485         0.0134        25.4914       110.7650         6.8911       -42.7095        24.9822
         5.4149       228.9700         0.0207         1.3636       -10.2765       187.8305        59.6392       211.0631       -21.2021         3.3573        64.4061
         5.4177       228.8500         0.0035         9.1169       -52.0802        -0.8639       -14.6091       -55.6753        -3.1734        19.9615       -12.9624
         5.4186       228.8100         0.0028         1.2176        -8.8868        84.0684        25.4664        43.9051        36.4917         3.0967        27.8312
         5.4193       228.7800         0.0002         0.3620        -4.0685         1.4835        -0.7410        -1.0074         1.2324        -2.0820        -0.6190
         5.4225       228.6500         0.0056        -2.2662         4.7959       -15.3984        -4.2896        21.5959       -34.2414        -0.3371        -4.3275
         5.4242       228.5800         0.0125       -14.5589        34.8629        -2.1081         6.0653        34.4125       -25.7608         9.4137         6.0218
         5.4246       228.5600         0.0032        -2.8700         6.0391        36.5911        13.2534        47.0122        -7.8345        -3.3950        11.9275
         5.4251       228.5400         0.0104        -7.7941        24.1530         6.9107         7.7566        49.8468        -5.8612       -21.5475         7.4794
         5.4320       228.2500         0.0011        -0.1242         4.9846        -3.4161         0.4814        -0.2935         1.6129         1.6883         1.0026
         5.4331       228.2000         0.0097         2.2877        26.1735         0.2594         9.5735        13.6315         1.0053        15.5070        10.0479
         5.4355       228.1000         0.0835        90.0354        18.1082        -2.9920        35.0505         5.1708        74.1006        20.9606        33.4107
         5.4379       228.0000         0.0711        -0.7569         0.0744      -510.5381      -170.4069      -427.4451       -73.6419        -0.6671      -167.2514
         5.4393       227.9400         0.0006         0.3306        -0.2684        -0.7003        -0.2127        -0.7142         0.5153        -0.2064        -0.1351
         5.4423       227.8200         0.0136         4.4662         1.2292        -0.4390         1.7522         3.8391         2.3144         5.2749         3.8095
         5.4466       227.6400         0.0077         0.5381         0.0457        -9.3079        -2.9080       -19.9223        11.1167         0.2926        -2.8377
         5.4511       227.4500         0.0099         4.2740         0.8997       -38.0540       -10.9601       -34.3409        -2.9899         2.3153       -11.6718
         5.4527       227.3800         0.0123        49.5375         8.7347        -6.5825        17.2299         4.3615        18.0034        28.4956        16.9535
         5.4535       227.3500         0.0051        43.2058        13.0769        -4.6250        17.2193        -3.3564        23.2795        26.0096        15.3109
         5.4549       227.2900         0.0191         0.9129        -0.2831      -299.4306       -99.6003      -356.7151        60.7032        -0.0521       -98.6880
